Date,Close,High,Low,Open,Volume,Company
1/3/2022,118.3179702758789,118.87389436372271,115.02879045676798,115.81634015605547,19018355,ASHOKLEY.NS
1/4/2022,118.04000854492188,118.78122883817657,116.55756088954449,118.5959255320799,12727476,ASHOKLEY.NS
1/5/2022,122.07041931152344,122.53368465995428,116.78919716695928,117.66939850143056,17150006,ASHOKLEY.NS
1/6/2022,122.718994140625,123.36756283348316,119.61512463275483,119.70776922445619,12019899,ASHOKLEY.NS
1/7/2022,122.67266082763672,123.96981230934087,121.42185284689742,123.96981230934087,6235554,ASHOKLEY.NS
1/10/2022,124.38674926757812,124.98898858100425,122.67266177900093,122.67266177900093,6269461,ASHOKLEY.NS
1/11/2022,125.22061920166016,126.10083468213368,123.22858383979569,123.69184919257688,7638743,ASHOKLEY.NS
1/12/2022,128.6951141357422,129.06573491439838,124.6183845346838,125.77654795972734,11901175,ASHOKLEY.NS
1/13/2022,127.9075698852539,128.9730745678365,126.14715301862302,128.9730745678365,9003201,ASHOKLEY.NS
1/14/2022,127.62959289550781,129.2510214803872,126.79572099266395,127.5369341784206,6053961,ASHOKLEY.NS
1/17/2022,129.0657196044922,131.47469076018587,127.44429100176676,127.62959430024543,20167029,ASHOKLEY.NS
1/18/2022,125.49858093261719,129.99226049865163,124.38674691622063,129.99226049865163,10457315,ASHOKLEY.NS
1/19/2022,127.35164642333984,128.1855325656823,120.72695733748272,125.45225559314189,10092581,ASHOKLEY.NS
1/20/2022,128.8341064453125,131.01144527300255,127.39798092371582,128.1392083675468,18864154,ASHOKLEY.NS
1/21/2022,128.1392059326172,129.66797601955673,125.5449169973749,128.5561419438064,11403668,ASHOKLEY.NS
1/24/2022,123.04328155517578,128.64879519825138,120.95858745022726,127.86123843684281,15983816,ASHOKLEY.NS
1/25/2022,121.2365493774414,122.4410279934198,118.59593119190203,121.60715600732141,22178008,ASHOKLEY.NS
1/27/2022,121.37551879882812,122.02408744577845,116.46490337865654,120.35632939809464,16880740,ASHOKLEY.NS
1/28/2022,121.14389038085938,125.35960794058957,120.44899234808197,122.20939504269005,14737610,ASHOKLEY.NS
1/31/2022,122.8116455078125,123.87715014379533,121.32919075208859,123.645517471822,6150983,ASHOKLEY.NS
2/1/2022,120.86592864990234,123.83082410313568,118.64226059441152,123.73817951450332,16746215,ASHOKLEY.NS
2/2/2022,124.20144653320312,125.08164789454327,122.11675240162741,122.8579798092906,17772636,ASHOKLEY.NS
2/3/2022,126.14714813232422,127.72226161980758,123.22858210596179,124.15511279848782,19122008,ASHOKLEY.NS
2/4/2022,126.19349670410156,128.69512712718125,125.59125731737927,126.37880004326699,17293411,ASHOKLEY.NS
2/7/2022,125.6375732421875,127.39797598248705,124.89634582710562,125.96185051659161,9396830,ASHOKLEY.NS
2/8/2022,124.15511322021484,127.21266734348384,123.59918914771632,126.19347792314869,12272921,ASHOKLEY.NS
2/9/2022,127.6759262084961,128.0928621728316,124.98897884483324,125.22061150699025,11923027,ASHOKLEY.NS
2/10/2022,126.19349670410156,128.64881189569383,125.26696587053586,128.4171791873024,8215230,ASHOKLEY.NS
2/11/2022,123.22858428955078,125.77654373914675,122.62634498383184,125.77654373914675,8928520,ASHOKLEY.NS
2/14/2022,114.8434829711914,119.70776938057728,113.68531954038524,116.69654446048126,23491403,ASHOKLEY.NS
2/15/2022,119.05919647216797,119.75409450605223,113.45368283795436,115.81633898070814,15896279,ASHOKLEY.NS
2/16/2022,118.78123474121094,120.40266349117448,117.85470402694605,119.800424181997,10944402,ASHOKLEY.NS
2/17/2022,117.48410034179688,120.26369255427912,116.55756960430278,119.52246513673643,12217805,ASHOKLEY.NS
2/18/2022,117.20613861083984,118.27165037562119,116.00164582128379,116.04797518583155,8259183,ASHOKLEY.NS
2/21/2022,115.72369384765625,117.53042601006928,114.05593564476057,117.20614165641422,11749844,ASHOKLEY.NS
2/22/2022,115.2140884399414,115.81633479464719,112.11021208121848,112.11021208121848,12570591,ASHOKLEY.NS
2/23/2022,114.88980102539062,117.15979829874836,113.96327037196005,115.81633167882119,18983673,ASHOKLEY.NS
2/24/2022,105.30021667480469,113.03674669463955,104.51266698455832,112.11021598402775,34031871,ASHOKLEY.NS
2/25/2022,109.33061981201172,110.76674518793708,106.9216414672156,106.9216414672156,18779033,ASHOKLEY.NS
2/28/2022,109.93286895751953,110.9983806761841,106.87531482028524,109.33062258880753,16841931,ASHOKLEY.NS
3/2/2022,109.23797607421875,109.65491208125316,107.80185059422271,109.33062773479655,13299580,ASHOKLEY.NS
3/3/2022,102.10368347167969,110.53511875765437,101.73307683530722,110.21082734752575,25673224,ASHOKLEY.NS
3/4/2022,98.07327270507812,101.64041446898591,94.59878259694686,101.64041446898591,46908806,ASHOKLEY.NS
3/7/2022,91.86552429199219,96.266545307338,89.6881784665948,96.266545307338,40212680,ASHOKLEY.NS
3/8/2022,92.0044937133789,92.93102433659978,86.3526512566375,91.86551270612225,41664229,ASHOKLEY.NS
3/9/2022,98.90715789794922,99.83368865109159,92.51409428749305,93.57960606738052,32285510,ASHOKLEY.NS
3/10/2022,98.72185516357422,106.3194045571006,97.84164670151883,103.77144497076485,46463979,ASHOKLEY.NS
3/11/2022,98.1196060180664,99.13878841038074,96.12756352875702,98.21225767757343,22592586,ASHOKLEY.NS
3/14/2022,99.416748046875,99.92633569624022,95.89592852004114,98.39755861040793,22229841,ASHOKLEY.NS
3/15/2022,101.87203979492188,102.79857042359372,99.74102359029726,99.97265624746522,28842972,ASHOKLEY.NS
3/16/2022,107.01429748535156,107.75552488422602,102.98389029253407,103.72511062254017,30375131,ASHOKLEY.NS
3/17/2022,106.04142761230469,108.58938684087256,105.11489698373455,108.40408354270562,29630619,ASHOKLEY.NS
3/21/2022,102.65960693359375,106.82899518699816,101.91837952766338,106.78266582330185,16323107,ASHOKLEY.NS
3/22/2022,103.95673370361328,105.16122634836633,99.55571321766844,102.01102079728489,22959620,ASHOKLEY.NS
3/23/2022,103.9104232788086,104.92960567289524,103.26184752339452,104.65164362502227,13156064,ASHOKLEY.NS
3/24/2022,103.81776428222656,105.02224991052721,102.15000625058812,102.38163891782301,12024890,ASHOKLEY.NS
3/25/2022,105.20756530761719,105.94878563682947,103.40082617562126,104.60531893028521,8968551,ASHOKLEY.NS
3/28/2022,105.67082977294922,106.0414363999954,103.44715466633063,105.48551939055784,10863070,ASHOKLEY.NS
3/29/2022,105.71715545654297,107.33858424289751,105.2538900890131,106.55103453187044,9122856,ASHOKLEY.NS
3/30/2022,106.55103302001953,108.03348076130699,106.36572970318426,107.1996016978114,11237999,ASHOKLEY.NS
3/31/2022,108.63572692871094,109.33062496876666,106.22674847029145,107.15327919036575,15616114,ASHOKLEY.NS
4/1/2022,110.39613342285156,110.90572106239505,107.75552236305515,108.7747047110103,12697606,ASHOKLEY.NS
4/4/2022,112.11021423339844,112.85144161786076,110.44245615279232,111.97123321520321,11971937,ASHOKLEY.NS
4/5/2022,114.2412338256836,115.72368147595719,112.48082414835396,113.50000646611281,12171837,ASHOKLEY.NS
4/6/2022,115.53837585449219,115.77000853027815,113.31470782204154,114.38021247556236,10670524,ASHOKLEY.NS
